"id","last_updated","kaycode","full_name","prev_id","sex","birthdate","status","mom","dad","number_littermates","litrank","eartag","notes","entered_by"
"pher",2016-10-21,"1300","cypher",NA,"m",2015-04-05,"r","unk",NA,NA,NA,NA,"kcm hyena; graduated on or before dfs",NA
"phi",NA,NA,"philadelphia",NA,"m",NA,"i",NA,NA,NA,NA,NA,"amboseli",NA
"phil",2015-05-26,NA,"phil",NA,"m",NA,"i",NA,NA,NA,NA,NA,"talek west? - per jbt",NA
"phln",2015-09-16,NA,"phalanges","snhozz","u",2014-11-14,"r","fuzz",NA,"0",NA,NA,"cub name was shnozz",NA
"phr",NA,NA,"pharoh",NA,"f",2004-02-11,"r","sym",NA,NA,NA,NA,"amboseli",NA
"phrh",2016-10-18,"1230","american pharoah",NA,"m",2016-05-07,"r","blg",NA,"1","1",NA,NA,NA
"phtm",2016-07-28,NA,"phantom",NA,"u",2009-07-25,"r","msl",NA,"0",NA,NA,NA,NA
"phtn",2007-10-02,NA,"photon",NA,"f",2009-04-29,"r","ojy",NA,NA,NA,NA,NA,NA
"phx",2016-12-15,NA,"phoenix",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"pi",2007-10-02,NA,"pi",NA,"m",NA,"i",NA,NA,NA,NA,NA,"missing 1/2 right ear",NA
"pib",NA,"236","pain in the butt",NA,"m",NA,"f",NA,NA,NA,NA,NA,NA,NA
"pic",2008-03-26,NA,"pictor",NA,"u",1997-02-02,"r","sx",NA,"1","2",NA," dengrad calced by pat",NA
"pica",2017-10-11,"596","pica",NA,"m",2014-01-17,"r","buar",NA,NA,NA,NA,"dispersed to talek west (kcm) on 2/20/17",NA
"pie",2016-12-14,NA,"pie",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"pig",2016-07-18,NA,"piglet",NA,"m",1995-07-15,"r","lg",NA,"0",NA,NA," dengrad calced by pat",NA
"pike",2007-10-02,"1008","pike","comet","f",2007-10-30,"r","koi",NA,NA,NA,NA,NA,NA
"pili",2007-10-02,NA,"pili-pili",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"pilo",2018-12-14,NA,"pilosa",NA,NA,2018-06-30,"r","gofa",NA,NA,NA,NA,"talek west",NA
"pimp",2016-11-18,NA,"pimple ear",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"pims",2016-07-18,"204","pims",NA,"m",1996-10-13,"r","ua",NA,"1","1",NA," dengrad calced by pat",NA
"pin",2008-09-18,NA,"pinball",NA,"m",2005-12-25,"r","atar",NA,"1","1",NA,NA,NA
"pip",2018-04-18,"1366","pipette",NA,"m",2016-10-31,"r","merl",NA,"1","1",NA,NA,NA
"pipi",2007-10-02,NA,"pippi longstocking",NA,"m",2008-10-31,"r","ao",NA,"1","1",NA,"last seen nursing 7/28/2009, first seen not nursin",NA
"pira",2007-10-02,NA,"piranha",NA,"m",2009-01-10,"r","koi",NA,NA,NA,NA,NA,NA
"pirt",NA,NA,"pirate",NA,"f",NA,"t",NA,NA,NA,NA,NA,NA,NA
"pisa",2015-02-20,"277","pisa",NA,"m",NA,"i",NA,NA,NA,NA,NA,"talek west",NA
"pit",NA,NA,"pitfall",NA,"m",2003-07-10,"r","atar",NA,"1","2",NA,NA,NA
"pita",NA,NA,"pita",NA,"u",2003-11-01,"r","spw",NA,NA,NA,NA,"amboseli",NA
"pitt",2016-10-21,"960","pittsburgh penguins",NA,"m",NA,"o",NA,NA,NA,NA,NA,"emarti east hyena, darted for gnrh challenge",NA
"pitu",2018-12-14,NA,"pitumarca","mouse","m",2018-02-12,"r","hel",NA,"1","2",NA,"talek west",NA
"pixi",2015-06-05,"1238","pixie","bity","f",2015-11-05,"r","rast",NA,"1","1",NA,NA,NA
"piz",NA,"156","piz",NA,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pk",2008-03-26,NA,"pickles",NA,"m",1990-03-22,"r","dj",NA,"0","1",NA," dengrad calced by pat",NA
"pkey",2016-09-08,NA,"petoskey","al1044","m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"pky",2016-05-23,"88","pinky",NA,"m",1991-06-23,"r","lg","zip","0","1",NA," dengrad calced by pat",NA
"pl",2015-09-18,NA,"phar lap",NA,"m",2015-04-12,"r","blg",NA,"0",NA,NA,NA,NA
"pla",2017-03-23,"719","plato",NA,"m",2003-03-07,"r","mali",NA,NA,NA,NA," dengrad calced by pat",NA
"plad",NA,NA,"plaid",NA,"u",2017-10-09,"r","bilj",NA,"1",NA,NA,NA,NA
"plka",NA,NA,"polka",NA,"u",2004-07-12,"r","puc",NA,NA,NA,NA,NA,NA
"pll",NA,NA,"parallel line guy",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"plnk",2014-06-15,NA,"walk the plank",NA,"m",2013-11-14,"r","boom",NA,"1","2",NA,NA,NA
"plop",NA,NA,"pollock pines","al1040","m",NA,"i",NA,NA,NA,NA,NA,"seen in s north w/ tedy s14340, seen on hippo carc",NA
"plot",2014-10-18,NA,"pilot",NA,"m",2010-01-02,"r","shrm",NA,"0",NA,NA,NA,NA
"plt",2007-10-02,NA,"platte",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"pltm",2016-06-15,NA,"platinum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pman",2015-04-21,NA,"pac-man",NA,"f",2000-11-04,"r","atar",NA,"1",NA,NA,NA,NA
"pmnt",2015-05-06,NA,"peppermint",NA,NA,2009-06-27,"r",NA,NA,NA,NA,NA,"unknown cub",NA
"pn",2016-12-14,NA,"pointy nose",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"pnb",2014-10-14,"1037","peanut butter",NA,"m",2008-10-31,"r","clov",NA,"1","2",NA,"r & l b scoops",NA
"pnc",2015-12-09,"757","ponce de leon",NA,"m",2004-06-26,"r","ali",NA,"1","2",NA,"dispersed to talek east",NA
"pnda",2014-10-18,"1055","panda","kay code#1055","m",2010-12-25,"r","sau",NA,"0",NA,NA,"kay code 1055 also, 2 tubes of jaw muscle taken, s",NA
"pndi",2016-09-08,NA,"pondicherry","a1050","m",NA,"i",NA,NA,NA,NA,NA,"seen in serena north with a1037",NA
"png",NA,NA,"pong",NA,"u",2002-07-14,"r","atar",NA,"1","2",NA,NA,NA
"pnga",2018-08-03,"1348","panga",NA,NA,2017-06-07,"r","bora",NA,"1",NA,NA,"main doc",NA
"pnoc",NA,NA,"pinochle",NA,"u",2017-09-05,"r","csby",NA,NA,NA,NA,NA,NA
"pob",2008-03-25,"232","pobrecito","m232","m",NA,"d",NA,NA,NA,NA,NA,NA,NA
"poe",2008-03-28,NA,"poe",NA,"u",1996-09-24,"r","who",NA,"1","2",NA," dengrad calced by pat",NA
"pogo",NA,NA,"pogo",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"poin",NA,NA,"pointer",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"pok",2015-02-18,NA,"pokot",NA,"u",2008-04-15,"r","art",NA,"1","2",NA,"pok never actually seen on this day. put this dfs ",NA
"pol",2014-10-18,"1089","polar","kodi?, #1144","f",2009-12-01,"r","sau",NA,NA,NA,NA,"kay codes 1067 &1144, pol=kodi?, other.kaycodes:#1",NA
"polo",2016-02-02,"815","marco polo","cub=pokey","f",2009-03-01,"r","ali",NA,"1","1",NA,NA,NA
"pomo",2014-12-22,NA,"pomona","caesar","u",2010-12-22,"r","sam",NA,NA,NA,NA,NA,NA
"pony",2015-09-14,NA,"ponytail",NA,"u",2014-09-23,"r","rast",NA,"1",NA,NA,"dls 11/4/2014?, missing 5/4/2015? not confirmed",NA
"popp",NA,NA,"poppins",NA,NA,NA,"f",NA,NA,NA,NA,NA,NA,NA
"port",2015-02-18,"368","portland",NA,"m",NA,"i",NA,NA,NA,NA,NA,"talek east",NA
"pos",2016-11-17,"172","poseidon",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"pot",NA,NA,"potter",NA,"f",NA,"r",NA,NA,NA,NA,NA,NA,NA
"poto",2019-01-29,"1288","potooooooo",NA,"f",2017-10-23,"r","blg",NA,NA,NA,NA,NA,NA
"poty",2017-01-25,"559","potsdam","al459 and al471","m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"pow",2016-10-21,"1323","portuguese man of war",NA,"m",2015-12-06,"r","amaz",NA,"1","1",NA,NA,NA
"pp",NA,"51","pepper",NA,"m",1990-06-03,"r","dps",NA,"0","1",NA," dengrad calced by pat",NA
"ppch",2016-03-07,"681","princess peach",NA,"m",2012-08-08,"r","cart",NA,NA,NA,NA,NA,NA
"pph",2008-03-28,NA,"persephone",NA,"u",2005-06-23,"r","mrph",NA,"0",NA,NA,"talek west",NA
"ppn",2012-02-12,NA,"pippin",NA,"u",2007-01-01,"r",NA,NA,NA,NA,NA,NA,NA
"ppr",NA,"906","peter packrat",NA,"f",2007-12-09,"r","atar",NA,"1","1",NA,NA,NA
"ppy",2007-10-02,NA,"poppy",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"pr",2016-07-21,NA,"private eye",NA,"f",1988-06-01,"r","03",NA,"1","1",NA," dengrad calced by pat",NA
"prag",2012-05-05,NA,"prague",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"prde",2015-06-18,NA,"pride",NA,"f",2012-10-28,"r","arg",NA,"1",NA,NA,NA,NA
"prdg",2017-08-26,"1270","prodigy",NA,"m",2016-12-27,"r","whiz",NA,"1",NA,NA,NA,NA
"prf",2016-11-18,NA,"professor",NA,"m",NA,"t",NA,NA,NA,NA,NA,"born 2006 or 2007? check sessions",NA
"prfl",2015-05-06,NA,"parafoil","kite = cub name",NA,2010-05-26,"r",NA,NA,NA,NA,NA,"unknown cub, could be chrt's sib",NA
"pri",NA,"875","primeau",NA,"m",2006-11-01,"r","crdn",NA,"0",NA,NA,NA,NA
"prma",2017-08-26,NA,"primavera",NA,"u",2017-04-28,"r","jude",NA,"0",NA,NA,NA,NA
"prn",2015-11-13,"2016","princeton",NA,"f",NA,"r","zsa",NA,NA,NA,NA,"amboseli",NA
"pro",2007-10-02,NA,"perot",NA,"f",NA,"r",NA,NA,NA,NA,NA,"bent right ear, r c slit, l c/d slit",NA
"prox",2016-05-11,NA,"professor xavier","big poppa","f",2014-08-18,"r","pot",NA,"1","2",NA,NA,NA
"prss",2017-04-25,NA,"perseus the hero",NA,"u",2017-01-01,"r","tula",NA,"1",NA,NA,NA,NA
"prta",2015-05-25,NA,"pretoria","al377 and al401","m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"prth",2015-09-16,NA,"parthenon",NA,"f",2009-03-09,"r","joni",NA,"0",NA,NA,NA,NA
"pryt",2015-11-13,"2025","pretty young thing",NA,"f",NA,"r",NA,NA,NA,NA,NA,"amboseli",NA
"prz32",NA,NA,"prz32",NA,"f",NA,"r",NA,NA,NA,NA,NA,"session 32689",NA
"pst",NA,NA,"pistachio","littleguy","m",2001-01-20,"r","chip",NA,NA,NA,NA,"m?",NA
"psy",2016-07-21,"203","psychedelic fur",NA,"f",1996-10-13,"r","bail",NA,"1","1",NA," dengrad calced by pat",NA
"pt",2016-07-21,"71","piute",NA,"f",1991-04-01,"r","coch","1019","1",NA,NA," dengrad calced by pat",NA
"ptmh",NA,NA,"portsmouth",NA,"m",NA,"t",NA,NA,NA,NA,NA,"amboseli",NA
"ptn",2015-02-18,NA,"payton",NA,"m",2004-11-01,"r","kier",NA,"0",NA,NA,NA,NA
"pto",NA,NA,"pinto",NA,"f",NA,"r",NA,NA,NA,NA,NA,"amboseli; clan=olkenya?",NA
"ptol",2012-05-03,NA,"ptolemy",NA,NA,NA,"r","lnx",NA,"1","1",NA,NA,NA
"ptp",2007-10-02,NA,"peter pan",NA,"m",2008-02-01,"r","hb",NA,NA,NA,NA,NA,NA
"ptra",2017-04-26,NA,"petra",NA,"f",2016-11-03,"r","lcs",NA,"0",NA,NA,NA,NA
"ptri",2018-04-18,NA,"petri dish",NA,NA,2016-10-31,"r","merl",NA,"1","2",NA,NA,NA
"puc",2017-11-15,"231","puck",NA,"f",1997-06-01,"r","ger","fn","1","1",NA,"talek east. dengrad calced by pat",NA
"pudd",NA,"1278","adventures of the christmas pudding",NA,"f",2017-10-08,"r","clev",NA,"0",NA,NA,NA,NA
"puff",2015-09-14,"1180","puff","cdot,,scrub","m",2014-10-28,"r","erem",NA,NA,NA,NA,"cub names were cdot, scrub",NA
"pug",2015-11-13,"2013","pugsley",NA,"m",NA,"r","vic",NA,NA,NA,NA,"amboseli",NA
"pugg",2018-09-17,NA,"pug","stu","m",2014-12-01,"r","tru",NA,"1",NA,NA,"went missing date unknown as of yet",NA
"puma",2016-07-27,"826","puma","jay","m",2009-11-10,"r","hex",NA,"1",NA,NA,"dispersed to southern comfort",NA
"pumb",2016-09-08,"1317","pumba",NA,"m",2015-04-01,"r","juno",NA,"1","2",NA,NA,NA
"pux",2016-11-15,NA,"puxatawny phil",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"puzz",2018-08-03,NA,"puzzle",NA,NA,2017-09-01,"r",NA,NA,NA,NA,NA,"kcm",NA
"pv",2014-10-14,NA,"pancho villa",NA,"u",2011-01-12,"r","pro",NA,"1","1",NA,"dbw",NA
"pw",NA,NA,"pw",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"pyg",2016-07-21,"132","pygmy",NA,"f",1994-05-01,"r","pt","tz","1","1",NA," dengrad calced by pat",NA
"pyro",2016-03-07,NA,"pyro",NA,"m",2011-12-23,"r","pot",NA,NA,NA,NA,NA,NA
"pyt",NA,NA,"pythagaros",NA,"m",NA,"t",NA,NA,NA,NA,NA,"m?",NA
"pz",2008-03-28,NA,"pez",NA,"u",1993-11-25,"r","dj",NA,"2","3",NA," dengrad calced by pat",NA
"pzl",2014-12-22,NA,"petzl",NA,"u",2004-07-12,"r","cam",NA,"0",NA,NA,"talek east",NA
"q",2016-07-18,"19","q",NA,"m",1988-10-29,"r","bsh",NA,"0","1",NA," dengrad calced by pat",NA
"qbt",NA,NA,"qbert",NA,"m",2004-11-02,"r","atar",NA,"1","1",NA,NA,NA
"qest",2018-09-09,"1284","quest",NA,"m",2017-08-10,"r","coel",NA,"1","1",NA,NA,NA
"qm",2016-12-15,NA,"qm",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"qmrk",2015-01-19,NA,"questionmark",NA,"u",2013-09-04,"r",NA,NA,"0",NA,NA,NA,NA
"qrk",2015-09-14,NA,"quark",NA,"f",2008-09-15,"r","ojy",NA,NA,NA,NA,NA,NA
"qsm",2007-10-02,NA,"quasimodo",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"quai",2016-07-28,"28","quail","qua","m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"quak",2017-04-26,"1233","quack",NA,"m",2016-06-09,"r","ring",NA,"0",NA,NA,NA,NA
"que",2019-01-22,"790","quinoa",NA,"m",2008-04-18,"r","mp",NA,"1","1",NA,NA,NA
"qui",NA,NA,"quinn",NA,"m",NA,"i",NA,NA,NA,NA,NA,"m? prozac?",NA
"quo",2016-12-14,"13","quotes",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"r2d2",2015-05-06,NA,"r2d2","wave= cub name",NA,2010-08-05,"r","et",NA,"1",NA,NA,NA,NA
"rac",NA,"2052","rachel",NA,"m",2004-04-14,"r","ev",NA,NA,NA,NA,"amboseli",NA
"rad",NA,"2030","radius",NA,"m",2003-08-17,"r","stub",NA,NA,NA,NA,"amboseli",NA
"radn",2016-02-02,"608","radon",NA,"m",2010-01-13,"r","yog",NA,"1","2",NA,NA,NA
"raf",2016-07-21,NA,"rafiki",NA,"f",1995-05-01,"r","bm",NA,"0",NA,NA," dengrad calced by pat",NA
"rafi",NA,"2046","raffi",NA,"f",NA,"r",NA,NA,NA,NA,NA,"amboseli",NA
"rag",2016-11-18,NA,"raggedy andy",NA,"m",NA,"t",NA,NA,NA,NA,NA,"seen with ft hyenas on dls. may be ft, not talek",NA
"rage",2016-07-15,NA,"rage",NA,"u",2013-12-01,"r","arg",NA,"1","1",NA,"starved after mom likely died in april 2014 poison",NA
"ragn",2017-12-01,NA,"ragn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rain",2016-12-15,NA,"rainbow",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"rali",2015-04-25,"1253","raleigh",NA,"m",NA,"i",NA,NA,NA,NA,NA,"north immigrant male",NA
"rama",2015-09-16,"1129","rama",NA,"f",2013-01-08,"r","tnsl",NA,"0",NA,NA,NA,NA
"rams",NA,NA,"ramses",NA,"f",2002-08-31,"r","sym",NA,NA,NA,NA,"amboseli birthdate est. by adw = aug/sept 2002",NA
"ran",2016-11-17,NA,"right a nick",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"rang",2014-06-15,"1140","rangsang",NA,"f",2013-10-31,"r","java",NA,"1","2",NA,"other.kaycodes:#1040",NA
"rasl",2015-09-09,NA,"rat slap",NA,"u",2014-09-04,"r","csby",NA,"1",NA,NA,NA,NA
"rast",2014-10-03,"1165","rastapopulos",NA,"f",2011-12-05,"r","slin",NA,"1","1",NA,NA,NA
"rat",2012-04-21,NA,"rat","ralph = cub name","m",2011-05-06,"r","mord",NA,"1","2",NA,NA,NA
"ratc",2015-09-15,NA,"ratchet",NA,"m",2011-05-26,"r","hndy",NA,"0",NA,NA,"natal d = benedict d, error low but ratc only 3 mo",NA
"rav",2016-01-19,"605","ravioli",NA,"m",2006-12-01,"r","guci",NA,"1",NA,NA,NA,NA
"ravi",2015-09-15,"1098","ravi",NA,"f",2011-04-18,"r","tnsl",NA,"1",NA,NA,"natal d = pancake d",NA
"rbat",2015-05-20,NA,"rabat",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"rbc",2007-10-02,"1024","rbc",NA,"f",NA,"r",NA,NA,NA,NA,NA,"r b/c slit, sample code 1024 on kay code list",NA
"rbt",NA,NA,"rabbit",NA,"u",1998-11-01,"r","lg",NA,"0",NA,NA," dengrad calced by pat",NA
"rc",2009-09-23,NA,"red cliffs",NA,"u",2009-02-15,"r","com",NA,"1","2",NA,NA,NA
"rcc",NA,"736","ra cha cha",NA,"m",NA,"i",NA,NA,NA,NA,"736","darted on plain n of topi hill",NA
"rch",2012-04-21,NA,"roach","tern= cub name","u",2011-05-06,"r","mord",NA,"1","1",NA,NA,NA
"rckt",2014-06-13,"1257","rocket scientist",NA,"m",2014-01-07,"r","shrm",NA,"1","2",NA,"seen in south  7/14/2017",NA
"rcn",2016-12-14,"59","right c notch",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"rcs",2016-12-14,NA,"right c scoop",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"rdkl",NA,"257","roadkill","m257","m",NA,"d",NA,NA,NA,NA,NA,NA,NA
"rdn",2016-12-14,NA,"right d nick",NA,"f",NA,"t",NA,NA,NA,NA,NA,NA,NA
"rdq",2016-07-18,NA,"red queen",NA,"m",1997-08-04,"r","bb",NA,"1","2",NA," dengrad calced by pat",NA
"rdrv",2016-03-07,NA,"red rover",NA,"f",2013-06-28,"r","roh",NA,"1","1",NA,NA,NA
"rds",2016-11-18,NA,"rt d slit",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"reag",2016-07-21,NA,"reagan",NA,"f",2008-11-13,"r","nav",NA,"1","1",NA,NA,NA
"reb",2016-07-15,"671","rebmanm",NA,"f",2011-06-16,"r","ali",NA,NA,NA,NA,"suspected dead from april 2014 poisoning",NA
"red",NA,NA,"red riding hood",NA,"u",2005-05-15,"r","wr",NA,"0",NA,NA,"talek east",NA
"redw",2015-05-20,NA,"redwing",NA,NA,NA,"r","butt",NA,NA,NA,NA,NA,NA
"reg",NA,NA,"reggie",NA,NA,2004-12-24,"r","carm",NA,NA,NA,NA,"amboseli",NA
"regu",2018-09-11,NA,"regulus","moto","m",2018-02-09,"r","fay",NA,"1","2",NA,"talek west",NA
"remi",2015-09-16,"1160","remington",NA,"f",2014-03-17,"r","angi",NA,"0",NA,NA,NA,NA
"remy",2016-03-07,"581","remy",NA,"f",2013-10-29,"r","ein",NA,"1",NA,NA,NA,NA
"ren",2018-04-12,NA,"arwen",NA,NA,2016-10-03,"r","parc",NA,"1","2",NA,NA,NA
"rena",2015-09-11,NA,"reina",NA,"f",2014-02-19,"r","bart",NA,"0",NA,NA,NA,NA
"reu",2015-04-27,"416","reuben","herbie on darting sheet","m",NA,"i",NA,NA,NA,NA,"416",NA,NA
"rg",2008-03-28,"32","ranger",NA,"m",1989-09-01,"r","kb",NA,"1",NA,NA," dengrad calced by pat",NA
"rgnk",2017-08-26,NA,"ragnarok",NA,"f",2017-05-02,"r","saw",NA,"1",NA,NA,NA,NA
"rh",2007-10-02,"1084","robin hood","gs","f",NA,"r",NA,NA,NA,NA,NA,"l c notch; pointy r & l ears",NA
"riat",2015-09-18,NA,"secretariat",NA,"u",2014-10-14,"r","blg",NA,"1",NA,NA,"dls 11/10/2014?, missing 5/10/2015? not confirmed ",NA
"rib",2015-06-05,NA,"rib cage",NA,NA,2013-10-11,"r","gety",NA,"1",NA,NA,NA,NA
"rich",2016-11-17,NA,"rich",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"rico",2007-10-02,NA,"rico",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"rid",2007-04-20,"2038","riddler",NA,"m",NA,"i",NA,NA,NA,NA,NA,"amboseli",NA
"ride",2014-12-24,NA,"sally ride",NA,"u",2010-10-14,"r","ali",NA,"1",NA,NA,NA,NA
"rig",2015-06-03,"603","rigoletto",NA,"m",2007-12-09,"r","cmta",NA,"1","2",NA,NA,NA
"riga",2012-04-15,NA,"rigatoni",NA,"u",2011-11-08,"r","guci",NA,"1","1",NA,NA,NA
"rii",2007-04-20,NA,"ricci",NA,"f",NA,"r","vic?",NA,NA,NA,NA,"amboseli",NA
"rinc",2016-07-18,"170","rincon",NA,"m",1995-08-01,"r","jab","fn","1","2",NA," dengrad calced by pat",NA
"ring",2007-10-02,"1156","molly ringwald",NA,"f",2009-11-30,"r","ao",NA,"1","1",NA,"l c/d nick",NA
"rio",NA,"2064","rio de janiero",NA,"m",NA,"i",NA,NA,NA,NA,NA,"amboseli",NA
"rioj",2014-12-24,NA,"rioja",NA,"m",2005-12-15,"r","hml",NA,NA,NA,NA,"talek east",NA
"rion",2016-05-11,"557","rio negro",NA,"m",2014-04-29,"r","hel",NA,"1","1",NA,NA,NA
"ripr",2015-09-18,NA,"jack the ripper",NA,"m",2010-10-21,"r","slin",NA,"1","2",NA,NA,NA
"risk",2018-08-24,"1330","risk",NA,NA,2016-06-28,"r","adon",NA,NA,NA,NA,NA,NA
"ritz",2018-04-12,"1358","ritz",NA,NA,2017-01-12,"r","decm",NA,"0",NA,NA,"main doc",NA
"riv",2015-04-20,NA,"river","huck?",NA,2013-09-16,"r","worf?",NA,NA,NA,NA,"this cub might but huck but is too old to confirm",NA
"rizz",2016-05-10,NA,"anthony rizzo",NA,"u",2015-08-25,"r","aqua",NA,"1",NA,NA,NA,NA
"rm",2016-07-21,"124","rum2",NA,"f",1993-07-07,"r","ua",NA,"1","1",NA," dengrad calced by pat",NA
"rmd",NA,"2037","richmond",NA,"m",NA,"t",NA,NA,NA,NA,NA,"amboseli",NA
"rmki",2017-10-10,NA,"rumaki","jumpy","f",2015-11-22,"r","byte",NA,"0","1",NA,NA,NA
"rmmy",2011-09-15,"1199","rummy","ruglet","f",2015-05-04,"r","csby",NA,"0",NA,NA,"cub name was ruglet",NA
"rmn",2015-11-13,"2020","roman",NA,"f",NA,"r",NA,NA,NA,NA,NA,"amboseli",NA
"rmon",2015-09-16,"1135","ramone",NA,"f",2012-09-30,"r","arro",NA,"1",NA,NA,NA,NA
"rn2",2016-11-17,NA,"r_n_2",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"rnb",2018-08-03,NA,"r&b",NA,"m",2017-11-09,"r","keng",NA,"1","2",NA,"pond",NA
"rnbo",2018-08-03,NA,"rainbow roll","sausage",NA,2017-07-19,"r","hrpy",NA,"1",NA,NA,"kcm",NA
"rnch",2015-09-18,NA,"ranch",NA,"f",2010-11-16,"r","clov",NA,"2","2",NA,NA,NA
"rngu",2018-08-02,"549","rungu",NA,"m",2013-12-08,"r","bora",NA,"1","2",NA,NA,NA
"rnr",2018-09-17,NA,"rough and ready","acme, rough","m",NA,"i",NA,NA,NA,NA,NA,"immigrant male who was seen first in serena.s on 2",NA
"ro",2015-04-27,"373","rogue",NA,"m",NA,"i",NA,NA,NA,NA,"373",NA,NA
"robn",2017-10-11,"548","jackie robinson",NA,"m",2013-04-14,"r","aqua",NA,"1","2",NA,NA,NA
"roch",2007-10-02,NA,"rochester",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"rock",2016-11-18,"118","rocky",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"rog",2016-11-17,NA,"roger",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"roh",2015-04-30,"663","rohan","mohawk = cub name","f",2006-12-01,"r","arw",NA,"0",NA,NA,NA,NA
"rolo",2007-10-02,NA,"rolo","robin","m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"rom",2016-11-18,NA,"romeo",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"rome",2015-05-20,NA,"rome","al432","m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"ron",2013-09-06,NA,"ron jeremy",NA,NA,2010-11-06,"r","tud",NA,"1",NA,NA,NA,NA
"roo",2008-03-28,NA,"roo",NA,"u",1996-10-07,"r","lg",NA,"1","2",NA," dengrad calced by pat",NA
"roos",2015-12-09,"363","roosevelt","al319","f",2007-03-02,"r","nav",NA,NA,NA,NA,NA,NA
"ros",2015-05-06,NA,"rosalind",NA,NA,2009-01-09,"r","bel",NA,"0","3",NA,NA,NA
"rosa",2015-05-20,NA,"rosa parks",NA,NA,2012-12-05,"r","mhal",NA,NA,NA,NA,NA,NA
"rose",2008-03-28,NA,"roseanne",NA,"u",1996-06-25,"r","bsh",NA,"1","2",NA," dengrad calced by pat",NA
"rotn",2014-10-16,"1054","johnny rotten",NA,"m",2010-11-01,"r","arro",NA,"1","1",NA,NA,NA
"roug",2015-06-07,"1272","moulin rouge",NA,"f",2015-12-02,"r","taj",NA,"1","1",NA,"may be female",NA
"roxi",2014-11-03,NA,"roxia",NA,"u",2011-12-27,"r","saw",NA,"1","2",NA,NA,NA
"roy",NA,NA,"rollsroyce",NA,"u",2001-11-21,"r","jj",NA,"2","3",NA,"only seen once on day first seen, master list: nam",NA
"roz",2016-08-31,NA,"roz",NA,"f",NA,"f",NA,NA,NA,NA,NA,"female #116",NA
"rp",NA,"148","rudolph",NA,"f",NA,"f",NA,NA,NA,NA,NA,NA,NA
"rpal",2007-04-22,"783","rupaul",NA,"m",NA,"r",NA,NA,NA,NA,NA,"status=emarti hill",NA
"rph",2015-05-04,NA,"river phoenix","aka sht","m",NA,"i",NA,NA,NA,NA,NA,"this is sht",NA
"rpkn",2016-05-11,"550","cal ripkin",NA,"m",2013-04-14,"r","aqua",NA,"1","1",NA,"other.kaycodes:#516",NA
"rpl",2016-07-21,"252","rapunzel",NA,"f",1998-11-10,"r","wr",NA,"1","1",NA," dengrad calced by pat",NA
"rprt",2018-04-11,NA,"rupert",NA,NA,2017-05-30,"r","cybr",NA,"0",NA,NA,"kcm",NA
"rr",2007-10-02,NA,"roadrunner",NA,"u",NA,NA,NA,NA,NA,NA,NA,NA,NA
"rrf",2016-12-13,NA,"right f",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
